"Grid","Sample_ID","LU_type","Species","Ecological grouping","Maturity","Abundance","Additional material","Total abundance per replicate","Comments","FID","OBJECTID","Unique_ID","Photo","NOTES","observed_o","user_login","positional","POINT_X","POINT_Y","Date","Time","MAT","MAP","Albedo","MAP_Seas","MAT_Seas","Crop","Dist_Urban","Forest_Con","NDVI","Forest_Dec","Pop_Dens","Elev","Slope","Aspect","Dist_River","SOC","pH","P","N","Clay_Silt"
"G67",59,"PAST","Satchellius madeirensis","Epi-Endogeic","2M",2,NA,6,"severely damaged",1,1,"G67_PAST_59","https://static.inaturalist.org/photos/167149002/medium.jpeg"," ","2021-11-03 17:09:31","carolina_duarte",5,-6.6638617823,41.8780294041,"2021-11-03","17:09",12.4022999,1124.0300293,1213.8499756,51.5760002,564.625,0.138543,5994.4301758,0.711569,158.3179932,0,0,749.1779785,247.677002,160.3690033,13609,46.388401,5.3708801,15.8093996,1.4569499,51.8647003
"G67",60,"PERM","Lumbricus friendi","Anecic","1SM",1,NA,NA,NA,5,5,"G67_PERM_60","https://static.inaturalist.org/photos/167237304/medium.jpeg"," ","2021-11-04 08:56:11","carolina_duarte",18,-6.59046478532,41.8426116684,"2021-11-04","08:56",11.5573997,1142.8299561,1749.4399414,50.4096985,563.7680054,1,11391.2001953,0,124.6070023,0,30.5023994,894.223999,248.0720062,98.6471024,17871.5996094,45.8796997,6.0427499,39.8883018,1.55944,60.834301
"G67",60,"PERM","Aporrectodea trapezoides","Anecic","1I",1,NA,2,NA,5,5,"G67_PERM_60","https://static.inaturalist.org/photos/167237304/medium.jpeg"," ","2021-11-04 08:56:11","carolina_duarte",18,-6.59046478532,41.8426116684,"2021-11-04","08:56",11.5573997,1142.8299561,1749.4399414,50.4096985,563.7680054,1,11391.2001953,0,124.6070023,0,30.5023994,894.223999,248.0720062,98.6471024,17871.5996094,45.8796997,6.0427499,39.8883018,1.55944,60.834301
"G67",62,"CROP","Aporrectodea trapezoides","Anecic","1I",1,NA,NA,NA,2,2,"G67_CROP_62","https://static.inaturalist.org/photos/167248185/medium.jpeg"," ","2021-11-04 11:47:26","carolina_duarte",5,-6.57104673972,41.9158606001,"2021-11-04","11:47",12.4285002,1118.3499756,1290.0799561,51.8223,564.7609863,0.391321,14408.7998047,0.0906783,149,0,11.9413996,760.9489746,244.4980011,131.7169952,9648.5800781,46.3069992,5.8105502,17.4855003,1.55655,60.6511993
"G67",62,"CROP","Satchellius madeirensis","Epi-Endogeic","1I",1,NA,NA,NA,2,2,"G67_CROP_62","https://static.inaturalist.org/photos/167248185/medium.jpeg"," ","2021-11-04 11:47:26","carolina_duarte",5,-6.57104673972,41.9158606001,"2021-11-04","11:47",12.4285002,1118.3499756,1290.0799561,51.8223,564.7609863,0.391321,14408.7998047,0.0906783,149,0,11.9413996,760.9489746,244.4980011,131.7169952,9648.5800781,46.3069992,5.8105502,17.4855003,1.55655,60.6511993
"G67",62,"CROP","Dendrobaena attemsi","Epigeic","1I",1,NA,NA,"very small specimen",2,2,"G67_CROP_62","https://static.inaturalist.org/photos/167248185/medium.jpeg"," ","2021-11-04 11:47:26","carolina_duarte",5,-6.57104673972,41.9158606001,"2021-11-04","11:47",12.4285002,1118.3499756,1290.0799561,51.8223,564.7609863,0.391321,14408.7998047,0.0906783,149,0,11.9413996,760.9489746,244.4980011,131.7169952,9648.5800781,46.3069992,5.8105502,17.4855003,1.55655,60.6511993
"G67",62,"CROP","Lumbricus castaneus","Epigeic","3SM+6I",9,"plus 1 tail fragment",12,NA,2,2,"G67_CROP_62","https://static.inaturalist.org/photos/167248185/medium.jpeg"," ","2021-11-04 11:47:26","carolina_duarte",5,-6.57104673972,41.9158606001,"2021-11-04","11:47",12.4285002,1118.3499756,1290.0799561,51.8223,564.7609863,0.391321,14408.7998047,0.0906783,149,0,11.9413996,760.9489746,244.4980011,131.7169952,9648.5800781,46.3069992,5.8105502,17.4855003,1.55655,60.6511993
"G70",65,"PAST","Satchellius madeirensis","Epi-Endogeic","1FM+1SM",2,NA,2,NA,182,182,"G70_PAST_65","https://static.inaturalist.org/photos/167910316/medium.jpeg"," ","2021-11-08 12:32:34","carolina_duarte",11,-8.16771225002,42.0469102097,"2021-11-08","12:32",9.84694,2098.4299316,1490.6500244,51.5,456.375,0.0062943,8310.9296875,0,157.477005,0,13.3001003,1023.3400269,244.0410004,107.6549988,12216.7001953,140.9750061,5.3557401,19.5893993,3.94239,22.3659
"G68",67,"URB","Octolasion cyaneum","Endogeic","1M",1,NA,1,"damaged",189,189,"G68_URB_67","https://inaturalist-open-data.s3.amazonaws.com/photos/167944315/medium.jpg"," ","Mon Nov 08 2021 17:27:32 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.48223974936,42.0763759552,"Mon Nov 08","00 (G",14.8850002,1560.8399658,1544.8599854,49.6409988,414.9649963,0.232794,0,0,151.1940002,0,1295.4000244,36.8834991,249.1940002,101.9410019,1328.4100342,100.0189972,6.0819502,33.9692001,2.1937301,44.7914009
"G68",69,"PERM","Lumbricus rubellus","Epigeic","1M+6SM+18I+7I",32,"plus 2 fragments with clitellum",NA,NA,191,191,"G68_PERM_69","https://static.inaturalist.org/photos/168056856/medium.jpeg"," ","Tue Nov 09 2021 10:06:28 GMT+0000 (GMT)","claudia_carvalho_santos",273,-8.49847124965,42.0372338004,"Tue Nov 09","00 (G",14.7332001,1526.0600586,1586.1700439,50.1324997,414.0629883,0.800875,2278.2299805,0.199125,169.552002,0,263.5509949,72.4679031,249.4550018,171.0019989,4043.6398926,101.2549973,5.34026,25.4846001,2.0167501,36.1365013
"G68",69,"PERM","Aporrectodea trapezoides","Anecic","1M+1I",2,NA,NA,NA,191,191,"G68_PERM_69","https://static.inaturalist.org/photos/168056856/medium.jpeg"," ","Tue Nov 09 2021 10:06:28 GMT+0000 (GMT)","claudia_carvalho_santos",273,-8.49847124965,42.0372338004,"Tue Nov 09","00 (G",14.7332001,1526.0600586,1586.1700439,50.1324997,414.0629883,0.800875,2278.2299805,0.199125,169.552002,0,263.5509949,72.4679031,249.4550018,171.0019989,4043.6398926,101.2549973,5.34026,25.4846001,2.0167501,36.1365013
"G68",69,"PERM","Allolobophora chlorotica","Endogeic","18M+1FM+7SM+7I",33,NA,NA,NA,191,191,"G68_PERM_69","https://static.inaturalist.org/photos/168056856/medium.jpeg"," ","Tue Nov 09 2021 10:06:28 GMT+0000 (GMT)","claudia_carvalho_santos",273,-8.49847124965,42.0372338004,"Tue Nov 09","00 (G",14.7332001,1526.0600586,1586.1700439,50.1324997,414.0629883,0.800875,2278.2299805,0.199125,169.552002,0,263.5509949,72.4679031,249.4550018,171.0019989,4043.6398926,101.2549973,5.34026,25.4846001,2.0167501,36.1365013
"G68",69,"PERM","Eiseniella tetraedra","Epigeic","1SM",1,NA,NA,NA,191,191,"G68_PERM_69","https://static.inaturalist.org/photos/168056856/medium.jpeg"," ","Tue Nov 09 2021 10:06:28 GMT+0000 (GMT)","claudia_carvalho_santos",273,-8.49847124965,42.0372338004,"Tue Nov 09","00 (G",14.7332001,1526.0600586,1586.1700439,50.1324997,414.0629883,0.800875,2278.2299805,0.199125,169.552002,0,263.5509949,72.4679031,249.4550018,171.0019989,4043.6398926,101.2549973,5.34026,25.4846001,2.0167501,36.1365013
"G68",69,"PERM","Dendrodrilus rubidus","Epigeic","1I",1,NA,69,NA,191,191,"G68_PERM_69","https://static.inaturalist.org/photos/168056856/medium.jpeg"," ","Tue Nov 09 2021 10:06:28 GMT+0000 (GMT)","claudia_carvalho_santos",273,-8.49847124965,42.0372338004,"Tue Nov 09","00 (G",14.7332001,1526.0600586,1586.1700439,50.1324997,414.0629883,0.800875,2278.2299805,0.199125,169.552002,0,263.5509949,72.4679031,249.4550018,171.0019989,4043.6398926,101.2549973,5.34026,25.4846001,2.0167501,36.1365013
"G68",71,"PAST","Lumbricus friendi","Anecic","1FI",1,NA,NA,NA,193,193,"G68_PAST_71","https://static.inaturalist.org/photos/168071763/medium.jpeg"," ","Tue Nov 09 2021 13:52:35 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.57041498986,42.0495605001,"Tue Nov 09","00 (G",14.8891001,1602.5100098,1501.0799561,49.5999985,392.3190002,0.669874,631.867981,0,171.5910034,0,203.576004,23.3402004,249.2949982,121.4850006,644.0230103,113.5189972,5.7318902,31.9407005,2.6680601,37.8885002
"G68",71,"PAST","Aporrectodea trapezoides","Anecic","1I+1FI",2,NA,3,NA,193,193,"G68_PAST_71","https://static.inaturalist.org/photos/168071763/medium.jpeg"," ","Tue Nov 09 2021 13:52:35 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.57041498986,42.0495605001,"Tue Nov 09","00 (G",14.8891001,1602.5100098,1501.0799561,49.5999985,392.3190002,0.669874,631.867981,0,171.5910034,0,203.576004,23.3402004,249.2949982,121.4850006,644.0230103,113.5189972,5.7318902,31.9407005,2.6680601,37.8885002
"G68",72,"CROP","Aporrectodea trapezoides","Anecic","1M+1FM+1I",3,NA,NA,NA,194,194,"G68_CROP_72","https://static.inaturalist.org/photos/168076980/medium.jpeg"," ","2021-11-09 14:43:53","carolina_duarte",6,-8.61984956081,42.045938289,"2021-11-09","14:43",14.8357,1527.3499756,1574.4499512,49.5,379.1860046,0.621808,631.867981,0,164.3099976,0,213.298996,34.6769981,248.7180023,161.7619934,946.4349976,92.7538986,5.7072401,28.4638004,2.94647,38.3084984
"G68",72,"CROP","Satchellius madeirensis","Epi-Endogeic","1SM+1FSM+1I?",3,NA,NA,"immature? It is just a head, not possible to know maturity",194,194,"G68_CROP_72","https://static.inaturalist.org/photos/168076980/medium.jpeg"," ","2021-11-09 14:43:53","carolina_duarte",6,-8.61984956081,42.045938289,"2021-11-09","14:43",14.8357,1527.3499756,1574.4499512,49.5,379.1860046,0.621808,631.867981,0,164.3099976,0,213.298996,34.6769981,248.7180023,161.7619934,946.4349976,92.7538986,5.7072401,28.4638004,2.94647,38.3084984
"G41",76,"CROP","Aporrectodea trapezoides","Anecic","1SM+1I",2,NA,8,NA,117,117,"G41_CROP_76","https://static.inaturalist.org/photos/168366440/medium.jpeg"," ","2021-11-11 14:11:38","carolina_duarte",8,-7.24834903968,41.5717262301,"2021-11-11","14:11",14.6743002,626.9470215,1723.6300049,48.0872993,574.0709839,1,5825.5400391,0,103.7020035,0,2.92888,289.6910095,249.1790009,160.121994,20660.8007813,36.8698006,6.3482299,29.7658997,1.20881,49.6823006
"G9",81,"CROP","Aporrectodea oliveirae","Epigeic","1M+4SM+1FSM+1I",7,NA,7,NA,346,346,"G9_CROP_81","https://inaturalist-open-data.s3.amazonaws.com/photos/168496418/medium.jpeg"," ","2021-11-12 13:04:51","srcosta",104,-7.76427308144,41.0254242686,"2021-11-12","13:04",13.1932001,885.6550293,1629.9000244,54.0675011,513.0999756,0.671685,631.867981,0,150.3350067,0.0676008,349.8919983,499.7799988,247.6309967,99.3272018,9554.2900391,55.7089996,5.6364398,27.8111992,1.7503999,31.7014999
"G9",82,"FOR","Aporrectodea oliveirae","Epigeic","1I",1,NA,1,NA,347,347,"G9_FOR_82","https://inaturalist-open-data.s3.amazonaws.com/photos/168501105/medium.jpeg"," ","2021-11-12 14:00:24","srcosta",9,-7.79102652286,40.9829255894,"2021-11-12","14:00",10.7728004,1165.7700195,1497.0400391,53.7675018,491.6440125,0.072994,2680.7900391,0,144.8930054,0,1.02176,954.8900146,248.4109955,104.4039993,10193.5996094,89.6307983,5.0542102,23.6427002,1.90104,29.8332005
"G9",84,"URB","Aporrectodea oliveirae","Epigeic","1FM+1I",2,NA,2,NA,344,344,"G9_URB_84","https://inaturalist-open-data.s3.amazonaws.com/photos/168512179/medium.jpeg"," ","2021-11-12 15:58:19","srcosta",10,-7.88664702304,41.0058487535,"2021-11-12","15:58",10.7635002,1268.1700439,1557.3499756,53.7999992,483.6010132,0.61742,5094.2797852,0,146.8170013,0,21.7224007,956.9650269,247.8000031,143.8399963,2588.9799805,102.3440018,5.3853798,29.6401997,2.4054799,32.5242996
"G50",85,"CROP","Dendrobaena attemsi","Epigeic","1I",1,"plus one big tail fragment",1,NA,231,231,"G50_CROP_85","https://inaturalist-open-data.s3.amazonaws.com/photos/169076872/medium.jpg"," ","2021-11-16 10:20:27","carolina_duarte",5,-7.96078997977,41.7431100702,"2021-11-16","10:20",10.5588999,1721.3900146,1449.8499756,54.2675018,462.2579956,0,9393.3896484,0,150.1000061,0,65.6784973,936.9320068,242.4019928,172.7189941,3382.1298828,106.3970032,5.24369,30.0604992,3.1710601,25.0163994
"G50",86,"PAST","Aporrectodea trapezoides","Anecic","1FSM+1I",2,NA,2,NA,232,232,"G50_PAST_86","https://static.inaturalist.org/photos/169081596/medium.jpeg"," ","Tue Nov 16 2021 11:54:43 GMT+0000 (GMT)","claudia_carvalho_santos",5,-7.96812158045,41.7038805301,"Tue Nov 16","00 (G",11.4455996,1635.2099609,1466.1400146,54.0675011,468.131012,0.315014,5398.6801758,0,169.7120056,0,7.0289001,779.6870117,246.2310028,150.5559998,1453.7900391,110.1200027,5.15698,22.5372009,2.2985001,23.1564999
"G50",87,"PERM","Satchellius madeirensis","Epi-Endogeic","1SM",1,NA,1,NA,234,234,"G50_PERM_87","https://inaturalist-open-data.s3.amazonaws.com/photos/169085655/medium.jpg"," ","Tue Nov 16 2021 12:58:23 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.01711687844,41.6734980184,"Tue Nov 16","00 (G",11.7271996,1864.9200439,1439.6899414,54.1959,465.6440125,0.413528,3159.3400879,0,175.7680054,0,51.1994019,728.9769897,243.154007,149.4199982,2638.6999512,107.0550003,4.8383002,19.3913994,2.2205,29.6473999
"G21",91,"EXO","Aporrectodea trapezoides","Anecic","1SM",1,NA,1,NA,173,173,"G21_EXO_91","https://inaturalist-open-data.s3.amazonaws.com/photos/169327338/medium.jpeg"," ","2021-11-18 11:07:17","srcosta",8,-7.10007281461,41.2784271557,"2021-11-18","11:07",15.3488998,553.1160278,1615.5100098,49.278801,588.7490234,0.779784,5361.5800781,0,125.7509995,0,0.0008027,203.6210022,248.7749939,98.3714981,3710.3000488,39.4598007,6.67558,12.5457001,1.55471,59.1715012
"G21",92,"PERM","Aporrectodea trapezoides","Anecic","1FM+1I",2,"plus two tail fragments",2,NA,62,62,"G21_PERM_92","https://inaturalist-open-data.s3.amazonaws.com/photos/169330227/medium.jpeg"," ","2021-11-18 11:58:57","srcosta",8,-7.09809986841,41.2303003618,"2021-11-18","11:58",15.8037996,528.447998,1727.6300049,49.1873016,596.3499756,1,3159.3400879,0,128.0630035,0,0.949345,119.8720016,249.3970032,155.095993,3341.9199219,49.8877983,6.9875002,27.6079998,1.43656,49.3566017
"G21",93,"CROP","Aporrectodea trapezoides","Anecic","1I",1,NA,NA,NA,61,61,"G21_CROP_93","https://inaturalist-open-data.s3.amazonaws.com/photos/169332343/medium.jpeg"," ","2021-11-18 12:27:54","srcosta",6,-7.10442944806,41.1829257338,"2021-11-18","12:27",15.8627005,563.3959961,1524.0400391,49.1873016,595.4899902,0.416957,2278.2299805,0,135.3580017,0,1.42773,120.314003,247.5570068,174.1049957,653.1790161,47.1990013,6.9731898,25.2339993,1.61263,55.9883995
"G21",93,"CROP","Microscolex dubius","Epi-Endogeic","2I",2,NA,3,NA,61,61,"G21_CROP_93","https://inaturalist-open-data.s3.amazonaws.com/photos/169332343/medium.jpeg"," ","2021-11-18 12:27:54","srcosta",6,-7.10442944806,41.1829257338,"2021-11-18","12:27",15.8627005,563.3959961,1524.0400391,49.1873016,595.4899902,0.416957,2278.2299805,0,135.3580017,0,1.42773,120.314003,247.5570068,174.1049957,653.1790161,47.1990013,6.9731898,25.2339993,1.61263,55.9883995
"G21",94,"URB","Microscolex dubius","Epi-Endogeic","2I",2,NA,2,NA,60,60,"G21_URB_94","https://inaturalist-open-data.s3.amazonaws.com/photos/169335331/medium.jpeg"," ","2021-11-18 13:14:32","srcosta",8,-7.05962257432,41.1709148715,"2021-11-18","13:14",13.9630003,605.3729858,1366.9000244,48.6590004,573.3579712,0.670205,631.867981,0.322834,124.7009964,0,233.7200012,455.9110107,240.6660004,138.9210052,4168.7797852,40.5620003,6.0153499,12.4572001,1.6400599,59.5601997
"G21",95,"PAST","Microscolex dubius","Epi-Endogeic","1I",1,NA,NA,"damaged",59,59,"G21_PAST_95","https://inaturalist-open-data.s3.amazonaws.com/photos/169343010/medium.jpeg"," ","2021-11-18 15:04:48","srcosta",9,-7.00151938961,41.1869954269,"2021-11-18","15:04",13.2509003,765.7180176,1532.6099854,48.5999985,566.7600098,0.96796,1412.9000244,0,131.9400024,0.0151574,2.38059,593.2189941,248.0390015,111.4449997,8157.8100586,36.3426018,5.8293099,28.4141006,2.66769,49.4296989
"G21",95,"PAST","Aporrectodea rosea","Endogeic","1I",1,"plus 1 tail fragment and 1 fragment",NA,NA,59,59,"G21_PAST_95","https://inaturalist-open-data.s3.amazonaws.com/photos/169343010/medium.jpeg"," ","2021-11-18 15:04:48","srcosta",9,-7.00151938961,41.1869954269,"2021-11-18","15:04",13.2509003,765.7180176,1532.6099854,48.5999985,566.7600098,0.96796,1412.9000244,0,131.9400024,0.0151574,2.38059,593.2189941,248.0390015,111.4449997,8157.8100586,36.3426018,5.8293099,28.4141006,2.66769,49.4296989
"G21",95,"PAST","Aporrectodea trapezoides","Anecic","1I",1,NA,3,NA,59,59,"G21_PAST_95","https://inaturalist-open-data.s3.amazonaws.com/photos/169343010/medium.jpeg"," ","2021-11-18 15:04:48","srcosta",9,-7.00151938961,41.1869954269,"2021-11-18","15:04",13.2509003,765.7180176,1532.6099854,48.5999985,566.7600098,0.96796,1412.9000244,0,131.9400024,0.0151574,2.38059,593.2189941,248.0390015,111.4449997,8157.8100586,36.3426018,5.8293099,28.4141006,2.66769,49.4296989
"G21",96,"FOR","Aporrectodea oliveirae","Epigeic",NA,0,"1 tail fragment with signs of tubercula",0,NA,63,63,"G21_FOR_96","https://inaturalist-open-data.s3.amazonaws.com/photos/169348433/medium.jpeg"," ","2021-11-18 16:06:55","srcosta",9,-7.17366639349,41.1880158624,"2021-11-18","16:06",12.0389996,843.21698,1521.4200439,49.2126999,539.2709961,0.450946,1998.1400146,0,128.6170044,0,2.40555,766.690979,245.5,103.1969986,4143.3798828,43.5508995,5.7135501,29.2635994,1.36107,43.9089012
"G11",99,"CROP","Aporrectodea rosea","Endogeic","1I",1,NA,1,NA,357,357,"G11_CROP_99","https://inaturalist-open-data.s3.amazonaws.com/photos/169450258/medium.jpeg"," ","2021-11-19 11:39:13","srcosta",9,-7.3224743643,41.0055387905,"2021-11-19","11:39",12.4006996,766.059021,1572.5600586,50.5675011,538.401001,0.608959,6318.6801758,0,138.2879944,0.163946,1.39425,715.5889893,247.3939972,87.5681,14709.5,45.8445015,5.5079398,9.4900503,1.14188,39.8310013
"G11",100,"PAST","Aporrectodea trapezoides","Anecic","1SM+1FSM",2,"plus 1 tail",2,NA,359,359,"G11_PAST_100","https://inaturalist-open-data.s3.amazonaws.com/photos/169463330/medium.jpeg"," ","2021-11-19 12:17:44","srcosta",9,-7.3015714067,40.968479211,"2021-11-19","12:17",13.0892,757.5319824,1509.3000488,50.4000015,547.7310181,0.71673,2825.8000488,0,133.6990051,0,4.1009598,602.065979,247.2149963,206.4389954,11685.0996094,44.1983986,5.6988401,28.2952995,1.62394,34.1293983
"G60",123,"URB","Satchellius madeirensis","Epi-Endogeic","2M+6SM+1FSM+11I",20,NA,NA,NA,177,177,"G60_URB_123","https://static.inaturalist.org/photos/167259181/medium.jpeg"," ","Thu Nov 04 2021 13:26:50 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.26290402,41.8719214004,"Thu Nov 04","00 (G",14.1422997,2155.6899414,1457.2099609,52.4452019,459.9219971,0.390963,893.5960083,0,179.9120026,0.0398666,176.7279968,236.5870056,242.0269928,111.1009979,3580.8100586,126.0660019,5.45188,25.3621998,2.6316099,31.0447006
"G60",123,"URB","Dendrobaena attemsi","Epigeic","1I",1,NA,24,NA,177,177,"G60_URB_123","https://static.inaturalist.org/photos/167259181/medium.jpeg"," ","Thu Nov 04 2021 13:26:50 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.26290402,41.8719214004,"Thu Nov 04","00 (G",14.1422997,2155.6899414,1457.2099609,52.4452019,459.9219971,0.390963,893.5960083,0,179.9120026,0.0398666,176.7279968,236.5870056,242.0269928,111.1009979,3580.8100586,126.0660019,5.45188,25.3621998,2.6316099,31.0447006
"G26",124,"PERM","Aporrectodea trapezoides","Anecic","4I",4,"plus 1 big tail",NA,NA,287,287,"G26_PERM_124","https://static.inaturalist.org/photos/169346094/medium.jpeg"," ","Thu Nov 18 2021 15:04:01 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.22257337966,41.3582170698,"Thu Nov 18","00 (G",14.1417999,1452.75,1733.0200195,51.9674988,465.4989929,0.580066,0,0,146.2230072,0,911.7890015,263.0289917,248.7539978,149.0820007,15761.7998047,80.1083984,5.41717,27.7647991,1.6072,30.9274998
"G26",124,"PERM","Allolobophora chlorotica","Endogeic","1M+2I",3,NA,NA,NA,287,287,"G26_PERM_124","https://static.inaturalist.org/photos/169346094/medium.jpeg"," ","Thu Nov 18 2021 15:04:01 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.22257337966,41.3582170698,"Thu Nov 18","00 (G",14.1417999,1452.75,1733.0200195,51.9674988,465.4989929,0.580066,0,0,146.2230072,0,911.7890015,263.0289917,248.7539978,149.0820007,15761.7998047,80.1083984,5.41717,27.7647991,1.6072,30.9274998
"G26",124,"PERM","Microscolex dubius","Epi-Endogeic","2I",2,NA,NA,NA,287,287,"G26_PERM_124","https://static.inaturalist.org/photos/169346094/medium.jpeg"," ","Thu Nov 18 2021 15:04:01 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.22257337966,41.3582170698,"Thu Nov 18","00 (G",14.1417999,1452.75,1733.0200195,51.9674988,465.4989929,0.580066,0,0,146.2230072,0,911.7890015,263.0289917,248.7539978,149.0820007,15761.7998047,80.1083984,5.41717,27.7647991,1.6072,30.9274998
"G26",124,"PERM","Microscolex phosphoreus","Endogeic","1M",1,NA,NA,NA,287,287,"G26_PERM_124","https://static.inaturalist.org/photos/169346094/medium.jpeg"," ","Thu Nov 18 2021 15:04:01 GMT+0000 (GMT)","claudia_carvalho_santos",5,-8.22257337966,41.3582170698,"Thu Nov 18","00 (G",14.1417999,1452.75,1733.0200195,51.9674988,465.4989929,0.580066,0,0,146.2230072,0,911.7890015,263.0289917,248.7539978,149.0820007,15761.7998047,80.1083984,5.41717,27.7647991,1.6072,30.9274998
"G60",125,"CROP","Aporrectodea trapezoides","Anecic","7SM+1FSM+13I+1FI",22,"plus 3 tail fragments and 2 fragments",NA,NA,205,205,"G60_CROP_125","https://static.inaturalist.org/photos/167287091/medium.jpeg"," ","2021-11-04 17:09:52","susanamendes",3,-8.4154236296,41.87542281,"2021-11-04","17:09",14.7117004,1822.1800537,1592.2800293,51.4000015,440.2340088,0.302526,631.867981,0.0571371,174.1269989,0,207.8500061,109.0599976,248.3730011,180.1170044,7373.6699219,104.9079971,5.2406001,26.3365002,3.0281899,33.3143997
"G60",125,"CROP","Satchellius madeirensis","Epi-Endogeic","1SM+1I",2,NA,NA,NA,205,205,"G60_CROP_125","https://static.inaturalist.org/photos/167287091/medium.jpeg"," ","2021-11-04 17:09:52","susanamendes",3,-8.4154236296,41.87542281,"2021-11-04","17:09",14.7117004,1822.1800537,1592.2800293,51.4000015,440.2340088,0.302526,631.867981,0.0571371,174.1269989,0,207.8500061,109.0599976,248.3730011,180.1170044,7373.6699219,104.9079971,5.2406001,26.3365002,3.0281899,33.3143997
