ID,OriginalSpeciesBinomial,SpeciesBinomial,Genus,Family,Ecological_group,Abundance,Abundance_Unit
000_Akulova2017_Komi_Reg_Tr_Pechor_6,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,9.6,Individuals per m2
000_Akulova2017_Komi_Reg_Udor_1,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,7.6,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_2,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,6.1,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Kul_4,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,54.4,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Vym_6,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,25.6,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_3,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,76.2,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_7,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,4.8,Individuals per m2
000_Akulova2017_Komi_Reg_Priluz_1,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,14,Individuals per m2
000_Akulova2017_Komi_Reg_Sev_Ural_8,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,1.8,Individuals per m2
000_Akulova2017_Komi_Reg_Sev_Ural_9,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,2.4,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Vym_1,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,27.4,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Kul_1,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,0.8,Individuals per m2
000_Akulova2017_Komi_Reg_Sysol_3,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,88.8,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_5,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,0.9,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Vym_2,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,8.8,Individuals per m2
000_Akulova2017_Komi_Reg_Sev_Ural_10,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,4.8,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_9,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,3.2,Individuals per m2
000_Akulova2017_Komi_Reg_Udor_2,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,3.6,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_8,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,3.2,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_4,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,4.8,Individuals per m2
000_Akulova2017_Komi_Reg_Ust_Kul_3,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,3.2,Individuals per m2
000_Akulova2017_Komi_Reg_Priluz_2,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,19.2,Individuals per m2
000_Akulova2017_Komi_Reg_Sykt_6,Octolasium lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,7.6,Individuals per m2
000_Baker1998a_Mortlake_Baker_B41,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_B100,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,158,Individuals per m2
000_Baker1998a_Mortlake_Baker_A82,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,212,Individuals per m2
000_Baker1998a_Mortlake_Baker_D82,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,172,Individuals per m2
000_Baker1998a_Mortlake_Baker_E6,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,253,Individuals per m2
000_Baker1998a_Mortlake_Baker_C99,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,467,Individuals per m2
000_Baker1998a_Mortlake_Baker_D15,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,17,Individuals per m2
000_Baker1998a_Mortlake_Baker_D31,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_A88,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,172,Individuals per m2
000_Baker1998a_Mortlake_Baker_A91,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,502,Individuals per m2
000_Baker1998a_Mortlake_Baker_A90,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,80,Individuals per m2
000_Baker1998a_Mortlake_Baker_A87,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,50,Individuals per m2
000_Baker1998a_Mortlake_Baker_D83,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,242,Individuals per m2
000_Baker1998a_Mortlake_Baker_A83,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,390,Individuals per m2
000_Baker1998a_Mortlake_Baker_D88,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,88,Individuals per m2
000_Baker1998a_Mortlake_Baker_D91,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,150,Individuals per m2
000_Baker1998a_Mortlake_Baker_C88,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,190,Individuals per m2
000_Baker1998a_Mortlake_Baker_D97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,240,Individuals per m2
000_Baker1998a_Mortlake_Baker_A99,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,253,Individuals per m2
000_Baker1998a_Mortlake_Baker_D84,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,103,Individuals per m2
000_Baker1998a_Mortlake_Baker_D87,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,100,Individuals per m2
000_Baker1998a_Mortlake_Baker_A97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,63,Individuals per m2
000_Baker1998a_Mortlake_Baker_A84,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,100,Individuals per m2
000_Baker1998a_Mortlake_Baker_B88,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,53,Individuals per m2
000_Baker1998a_Mortlake_Baker_C87,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,45,Individuals per m2
000_Baker1998a_Mortlake_Baker_E2,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,180,Individuals per m2
000_Baker1998a_Mortlake_Baker_E3,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,140,Individuals per m2
000_Baker1998a_Mortlake_Baker_E4,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,83,Individuals per m2
000_Baker1998a_Mortlake_Baker_B99,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,190,Individuals per m2
000_Baker1998a_Mortlake_Baker_A96,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,105,Individuals per m2
000_Baker1998a_Mortlake_Baker_C97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,143,Individuals per m2
000_Baker1998a_Mortlake_Baker_C82,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,157,Individuals per m2
000_Baker1998a_Mortlake_Baker_B90,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,80,Individuals per m2
000_Baker1998a_Mortlake_Baker_C96,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,202,Individuals per m2
000_Baker1998a_Mortlake_Baker_E5,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,522,Individuals per m2
000_Baker1998a_Mortlake_Baker_B84,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,173,Individuals per m2
000_Baker1998a_Mortlake_Baker_D90,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,20,Individuals per m2
000_Baker1998a_Mortlake_Baker_D96,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,273,Individuals per m2
000_Baker1998a_Mortlake_Baker_E1,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,60,Individuals per m2
000_Baker1998a_Mortlake_Baker_B97,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,307,Individuals per m2
000_Baker1998a_Mortlake_Baker_A100,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,292,Individuals per m2
000_Baker1998a_Mortlake_Baker_C83,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,302,Individuals per m2
000_Baker1998a_Mortlake_Baker_C84,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,50,Individuals per m2
000_Baker1998a_Mortlake_Baker_B91,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,520,Individuals per m2
000_Baker1998a_Mortlake_Baker_B87,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,33,Individuals per m2
000_Baker1998a_Mortlake_Baker_C100,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,92,Individuals per m2
000_Baker1998a_Mortlake_Baker_C90,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,258,Individuals per m2
000_Baker1998a_Mortlake_Baker_B83,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,368,Individuals per m2
000_Baker1998a_Mortlake_Baker_B82,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,137,Individuals per m2
000_Baker1998a_Mortlake_Baker_B96,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,10,Individuals per m2
000_Baker1998a_Mortlake_Baker_D99,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,293,Individuals per m2
000_Baker1998a_Mortlake_Baker_C91,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,193,Individuals per m2
000_Baker1998a_Mortlake_Baker_E4,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,28,Individuals per m2
000_Baker1998a_Mortlake_Baker_D87,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,7,Individuals per m2
000_Baker1998a_Mortlake_Baker_A83,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,222,Individuals per m2
000_Baker1998a_Mortlake_Baker_B15,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,18,Individuals per m2
000_Baker1998a_Mortlake_Baker_A96,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,50,Individuals per m2
000_Baker1998a_Mortlake_Baker_C15,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,12,Individuals per m2
000_Baker1998a_Mortlake_Baker_A99,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,98,Individuals per m2
000_Baker1998a_Mortlake_Baker_D90,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,403,Individuals per m2
000_Baker1998a_Mortlake_Baker_A82,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,175,Individuals per m2
000_Baker1998a_Mortlake_Baker_A88,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,140,Individuals per m2
000_Baker1998a_Mortlake_Baker_A90,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,215,Individuals per m2
000_Baker1998a_Mortlake_Baker_D82,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,430,Individuals per m2
000_Baker1998a_Mortlake_Baker_E6,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,48,Individuals per m2
000_Baker1998a_Mortlake_Baker_D83,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_A84,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,97,Individuals per m2
000_Baker1998a_Mortlake_Baker_C84,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,283,Individuals per m2
000_Baker1998a_Mortlake_Baker_D97,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,45,Individuals per m2
000_Baker1998a_Mortlake_Baker_A97,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_C99,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_B90,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,78,Individuals per m2
000_Baker1998a_Mortlake_Baker_B99,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,40,Individuals per m2
000_Baker1998a_Mortlake_Baker_D84,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,165,Individuals per m2
000_Baker1998a_Mortlake_Baker_C83,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_C87,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,155,Individuals per m2
000_Baker1998a_Mortlake_Baker_B82,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,15,Individuals per m2
000_Baker1998a_Mortlake_Baker_E1,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_C82,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,513,Individuals per m2
000_Baker1998a_Mortlake_Baker_B83,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_B84,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,48,Individuals per m2
000_Baker1998a_Mortlake_Baker_C90,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,112,Individuals per m2
000_Baker1998a_Mortlake_Baker_B97,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,23,Individuals per m2
000_Baker1998a_Mortlake_Baker_B88,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,173,Individuals per m2
000_Baker1998a_Mortlake_Baker_B91,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,23,Individuals per m2
000_Baker1998a_Mortlake_Baker_C88,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_C91,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,20,Individuals per m2
000_Baker1998a_Mortlake_Baker_B11,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998a_Mortlake_Baker_D28,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_A25,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_D59,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,78,Individuals per m2
000_Baker1998a_Mortlake_Baker_C11,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998a_Mortlake_Baker_C69,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,265,Individuals per m2
000_Baker1998a_Mortlake_Baker_B15,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,10,Individuals per m2
000_Baker1998a_Mortlake_Baker_C15,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_D18,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_E45,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_B14,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998a_Mortlake_Baker_D60,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,88,Individuals per m2
000_Baker1998a_Mortlake_Baker_D44,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_A60,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,62,Individuals per m2
000_Baker1998a_Mortlake_Baker_C25,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998a_Mortlake_Baker_D24,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,13,Individuals per m2
000_Baker1998a_Mortlake_Baker_C43,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,63,Individuals per m2
000_Baker1998a_Mortlake_Baker_C24,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,115,Individuals per m2
000_Baker1998a_Mortlake_Baker_D82,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,48,Individuals per m2
000_Baker1998a_Mortlake_Baker_C18,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,50,Individuals per m2
000_Baker1998a_Mortlake_Baker_B41,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,7,Individuals per m2
000_Baker1998a_Mortlake_Baker_D25,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_A69,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,27,Individuals per m2
000_Baker1998a_Mortlake_Baker_E34,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_D73,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,18,Individuals per m2
000_Baker1998a_Mortlake_Baker_E36,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,53,Individuals per m2
000_Baker1998a_Mortlake_Baker_A88,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,7,Individuals per m2
000_Baker1998a_Mortlake_Baker_C14,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_A91,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_B38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,80,Individuals per m2
000_Baker1998a_Mortlake_Baker_D90,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,67,Individuals per m2
000_Baker1998a_Mortlake_Baker_B23,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_D58,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,43,Individuals per m2
000_Baker1998a_Mortlake_Baker_B100,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_B24,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,63,Individuals per m2
000_Baker1998a_Mortlake_Baker_E4,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_C38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,35,Individuals per m2
000_Baker1998a_Mortlake_Baker_A73,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,288,Individuals per m2
000_Baker1998a_Mortlake_Baker_E56,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998a_Mortlake_Baker_D6,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,22,Individuals per m2
000_Baker1998a_Mortlake_Baker_D83,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
000_Baker1998a_Mortlake_Baker_E55,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_A31,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_B43,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,192,Individuals per m2
000_Baker1998a_Mortlake_Baker_C101,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_E6,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_C59,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,40,Individuals per m2
000_Baker1998a_Mortlake_Baker_A24,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,37,Individuals per m2
000_Baker1998a_Mortlake_Baker_B31,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_A8,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,47,Individuals per m2
000_Baker1998a_Mortlake_Baker_A82,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,62,Individuals per m2
000_Baker1998a_Mortlake_Baker_A83,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,17,Individuals per m2
000_Baker1998a_Mortlake_Baker_A90,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,53,Individuals per m2
000_Baker1998a_Mortlake_Baker_A59,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
000_Baker1998a_Mortlake_Baker_D38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,57,Individuals per m2
000_Baker1998a_Mortlake_Baker_A99,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,5,Individuals per m2
000_Baker1998a_Mortlake_Baker_D14,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
000_Baker1998a_Mortlake_Baker_A14,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_D15,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,52,Individuals per m2
000_Baker1998a_Mortlake_Baker_E38,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,227,Individuals per m2
000_Baker1998a_Mortlake_Baker_A22,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
000_Baker1998a_Mortlake_Baker_C3,Aporrectodea trapezoides,Aporrectodea trapezoides,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
